sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,customer_id,payment,order_date,delivery_date,product_ID,product_type,product_name,size,colour,price,quantity_y,description,customer_name,gender,age,home_address,zip_code,city,state,country,status,age_group,month
625,132,1227,112,2,224,562,10396,2021-04-17,2021-05-01,1227,Trousers,Tracksuit Bottoms,M,red,91,78,"A red coloured, M sized, Tracksuit Bottoms Trousers",Joy Mirrlees,Agender,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Active,Adults,2021-04
626,132,658,93,3,279,562,10396,2021-04-17,2021-05-01,658,Jacket,Coach,L,indigo,115,74,"A indigo coloured, L sized, Coach Jacket",Joy Mirrlees,Agender,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Active,Adults,2021-04
627,133,523,102,1,102,878,43759,2021-07-07,2021-07-17,523,Jacket,Windbreaker,L,violet,109,72,"A violet coloured, L sized, Windbreaker Jacket",Elianore Syphas,Genderfluid,54,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,Active,Adults,2021-07
628,133,942,96,2,192,878,43759,2021-07-07,2021-07-17,942,Trousers,Drawstring,M,violet,104,73,"A violet coloured, M sized, Drawstring Trousers",Elianore Syphas,Genderfluid,54,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,Active,Adults,2021-07
629,133,374,94,3,282,878,43759,2021-07-07,2021-07-17,374,Shirt,Henley,XL,blue,92,75,"A blue coloured, XL sized, Henley Shirt",Elianore Syphas,Genderfluid,54,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,Active,Adults,2021-07
630,134,770,91,1,91,12,39451,2021-06-19,2021-07-01,770,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
631,134,516,102,2,204,12,39451,2021-06-19,2021-07-01,516,Jacket,Windbreaker,S,indigo,109,62,"A indigo coloured, S sized, Windbreaker Jacket",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
632,134,989,106,2,212,12,39451,2021-06-19,2021-07-01,989,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
633,134,407,119,2,238,12,39451,2021-06-19,2021-07-01,407,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
634,134,840,113,2,226,12,39451,2021-06-19,2021-07-01,840,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
635,134,185,98,2,196,12,39451,2021-06-19,2021-07-01,185,Shirt,Camp Collared,XS,yellow,112,55,"A yellow coloured, XS sized, Camp Collared Shirt",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
636,134,653,93,3,279,12,39451,2021-06-19,2021-07-01,653,Jacket,Coach,L,blue,115,80,"A blue coloured, L sized, Coach Jacket",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
637,134,1194,105,1,105,12,39451,2021-06-19,2021-07-01,1194,Trousers,Pleated,XL,red,90,58,"A red coloured, XL sized, Pleated Trousers",Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Active,Seniors,2021-06
638,135,106,92,1,92,942,53723,2021-05-15,2021-06-02,106,Shirt,Denim,S,red,115,57,"A red coloured, S sized, Denim Shirt",Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Active,Adults,2021-05
639,135,730,119,2,238,942,53723,2021-05-15,2021-06-02,730,Jacket,Trench Coat,XS,violet,112,64,"A violet coloured, XS sized, Trench Coat Jacket",Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Active,Adults,2021-05
640,135,654,93,2,186,942,53723,2021-05-15,2021-06-02,654,Jacket,Coach,XL,blue,115,46,"A blue coloured, XL sized, Coach Jacket",Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Active,Adults,2021-05
641,135,376,94,1,94,942,53723,2021-05-15,2021-06-02,376,Shirt,Henley,S,indigo,92,45,"A indigo coloured, S sized, Henley Shirt",Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Active,Adults,2021-05
642,136,816,117,2,234,539,35331,2021-09-06,2021-09-08,816,Jacket,Shearling,S,yellow,95,48,"A yellow coloured, S sized, Shearling Jacket",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-09
643,136,174,91,3,273,539,35331,2021-09-06,2021-09-08,174,Shirt,Linen,XL,violet,116,73,"A violet coloured, XL sized, Linen Shirt",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-09
644,136,582,100,3,300,539,35331,2021-09-06,2021-09-08,582,Jacket,Bomber,M,blue,90,44,"A blue coloured, M sized, Bomber Jacket",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-09
645,137,1137,102,1,102,298,58875,2021-10-18,2021-10-20,1137,Trousers,Cargo Pants,M,green,106,78,"A green coloured, M sized, Cargo Pants Trousers",Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Active,Adults,2021-10
646,137,175,98,1,98,298,58875,2021-10-18,2021-10-20,175,Shirt,Camp Collared,XS,red,112,77,"A red coloured, XS sized, Camp Collared Shirt",Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Active,Adults,2021-10
647,137,826,117,1,117,298,58875,2021-10-18,2021-10-20,826,Jacket,Shearling,S,blue,95,72,"A blue coloured, S sized, Shearling Jacket",Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Active,Adults,2021-10
648,137,236,106,3,318,298,58875,2021-10-18,2021-10-20,236,Shirt,Chambray,S,indigo,105,59,"A indigo coloured, S sized, Chambray Shirt",Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Active,Adults,2021-10
649,138,51,104,2,208,331,50666,2021-02-05,2021-02-10,51,Shirt,Dress,S,green,119,60,"A green coloured, S sized, Dress Shirt",Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Active,Adults,2021-02
650,138,518,102,3,306,331,50666,2021-02-05,2021-02-10,518,Jacket,Windbreaker,L,indigo,109,67,"A indigo coloured, L sized, Windbreaker Jacket",Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Active,Adults,2021-02
651,138,2,96,2,192,331,50666,2021-02-05,2021-02-10,2,Shirt,Oxford Cloth,M,red,114,54,"A red coloured, M sized, Oxford Cloth Shirt",Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Active,Adults,2021-02
652,138,1065,93,1,93,331,50666,2021-02-05,2021-02-10,1065,Trousers,Joggers,XS,green,94,77,"A green coloured, XS sized, Joggers Trousers",Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Active,Adults,2021-02
653,138,383,94,2,188,331,50666,2021-02-05,2021-02-10,383,Shirt,Henley,L,violet,92,51,"A violet coloured, L sized, Henley Shirt",Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Active,Adults,2021-02
654,139,521,102,2,204,871,11224,2021-06-15,2021-06-28,521,Jacket,Windbreaker,S,violet,109,46,"A violet coloured, S sized, Windbreaker Jacket",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-06
655,139,428,107,1,107,871,11224,2021-06-15,2021-06-28,428,Jacket,Denim,L,orange,92,73,"A orange coloured, L sized, Denim Jacket",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-06
656,139,280,105,1,105,871,11224,2021-06-15,2021-06-28,280,Shirt,Cuban Collar,XS,red,93,56,"A red coloured, XS sized, Cuban Collar Shirt",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-06
657,139,1110,115,3,345,871,11224,2021-06-15,2021-06-28,1110,Trousers,Cropped,XS,indigo,99,55,"A indigo coloured, XS sized, Cropped Trousers",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-06
658,140,701,119,3,357,539,35025,2021-04-08,2021-04-13,701,Jacket,Trench Coat,S,red,112,54,"A red coloured, S sized, Trench Coat Jacket",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-04
659,140,955,97,1,97,539,35025,2021-04-08,2021-04-13,955,Trousers,Slim-Fit,XS,yellow,119,59,"A yellow coloured, XS sized, Slim-Fit Trousers",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-04
660,140,575,100,1,100,539,35025,2021-04-08,2021-04-13,575,Jacket,Bomber,XS,green,90,48,"A green coloured, XS sized, Bomber Jacket",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-04
661,140,533,98,2,196,539,35025,2021-04-08,2021-04-13,533,Jacket,Leather,L,orange,113,78,"A orange coloured, L sized, Leather Jacket",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-04
662,140,687,113,3,339,539,35025,2021-04-08,2021-04-13,687,Jacket,Parka,M,blue,119,54,"A blue coloured, M sized, Parka Jacket",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-04
663,140,628,112,1,112,539,35025,2021-04-08,2021-04-13,628,Jacket,Cardigan,L,violet,118,66,"A violet coloured, L sized, Cardigan Jacket",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-04
664,140,1130,102,3,306,539,35025,2021-04-08,2021-04-13,1130,Trousers,Cargo Pants,XS,yellow,106,68,"A yellow coloured, XS sized, Cargo Pants Trousers",Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Active,Seniors,2021-04
665,141,805,117,3,351,528,40203,2021-08-26,2021-09-13,805,Jacket,Shearling,XS,red,95,74,"A red coloured, XS sized, Shearling Jacket",Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,Active,Seniors,2021-08
666,141,950,97,1,97,528,40203,2021-08-26,2021-09-13,950,Trousers,Slim-Fit,XS,orange,119,69,"A orange coloured, XS sized, Slim-Fit Trousers",Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,Active,Seniors,2021-08
667,141,733,119,3,357,528,40203,2021-08-26,2021-09-13,733,Jacket,Trench Coat,L,violet,112,76,"A violet coloured, L sized, Trench Coat Jacket",Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,Active,Seniors,2021-08
668,142,8,96,3,288,237,53165,2021-06-15,2021-07-12,8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
669,142,843,113,2,226,237,53165,2021-06-15,2021-07-12,843,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
670,142,131,92,3,276,237,53165,2021-06-15,2021-07-12,131,Shirt,Denim,S,indigo,115,69,"A indigo coloured, S sized, Denim Shirt",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
671,142,575,100,3,300,237,53165,2021-06-15,2021-07-12,575,Jacket,Bomber,XS,green,90,48,"A green coloured, XS sized, Bomber Jacket",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
672,142,717,119,3,357,237,53165,2021-06-15,2021-07-12,717,Jacket,Trench Coat,M,green,112,67,"A green coloured, M sized, Trench Coat Jacket",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
673,142,1237,112,3,336,237,53165,2021-06-15,2021-07-12,1237,Trousers,Tracksuit Bottoms,M,yellow,91,80,"A yellow coloured, M sized, Tracksuit Bottoms Trousers",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
674,142,712,119,1,119,237,53165,2021-06-15,2021-07-12,712,Jacket,Trench Coat,M,yellow,112,54,"A yellow coloured, M sized, Trench Coat Jacket",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
675,142,932,96,3,288,237,53165,2021-06-15,2021-07-12,932,Trousers,Drawstring,M,blue,104,41,"A blue coloured, M sized, Drawstring Trousers",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
676,142,630,93,3,279,237,53165,2021-06-15,2021-07-12,630,Jacket,Coach,XS,red,115,71,"A red coloured, XS sized, Coach Jacket",Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Active,Seniors,2021-06
677,143,740,109,2,218,828,37187,2021-02-08,2021-02-11,740,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,2021-02
678,143,94,118,2,236,828,37187,2021-02-08,2021-02-11,94,Shirt,Flannel,XL,blue,96,61,"A blue coloured, XL sized, Flannel Shirt",Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,2021-02
679,143,1083,93,1,93,828,37187,2021-02-08,2021-02-11,1083,Trousers,Joggers,L,violet,94,60,"A violet coloured, L sized, Joggers Trousers",Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,2021-02
680,143,387,119,1,119,828,37187,2021-02-08,2021-02-11,387,Shirt,Casual Slim Fit,M,red,113,67,"A red coloured, M sized, Casual Slim Fit Shirt",Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,2021-02
681,143,1123,102,3,306,828,37187,2021-02-08,2021-02-11,1123,Trousers,Cargo Pants,L,red,106,61,"A red coloured, L sized, Cargo Pants Trousers",Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,2021-02
682,143,837,117,1,117,828,37187,2021-02-08,2021-02-11,837,Jacket,Shearling,M,violet,95,74,"A violet coloured, M sized, Shearling Jacket",Tucky Kitchaside,Female,57,381 Matthew Estate DrSuite 656,6351,East Zacharystad,Queensland,Australia,Active,Adults,2021-02
683,144,698,113,1,113,928,15762,2021-05-22,2021-05-28,698,Jacket,Parka,L,violet,119,53,"A violet coloured, L sized, Parka Jacket",Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Seniors,2021-05
684,144,295,105,3,315,928,15762,2021-05-22,2021-05-28,295,Shirt,Cuban Collar,XS,green,93,63,"A green coloured, XS sized, Cuban Collar Shirt",Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Seniors,2021-05
685,144,461,118,2,236,928,15762,2021-05-22,2021-05-28,461,Jacket,Puffer,S,orange,110,69,"A orange coloured, S sized, Puffer Jacket",Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Seniors,2021-05
686,144,680,113,2,226,928,15762,2021-05-22,2021-05-28,680,Jacket,Parka,XS,green,119,75,"A green coloured, XS sized, Parka Jacket",Hughie Trelease,Bigender,63,5014 Gemma ParadeSuite 066,1048,Haydentown,Australian Capital Territory,Australia,Active,Seniors,2021-05
687,145,1138,102,1,102,871,26358,2021-02-02,2021-02-10,1138,Trousers,Cargo Pants,L,green,106,42,"A green coloured, L sized, Cargo Pants Trousers",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-02
688,145,623,112,3,336,871,26358,2021-02-02,2021-02-10,623,Jacket,Cardigan,L,indigo,118,40,"A indigo coloured, L sized, Cardigan Jacket",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-02
689,145,655,93,2,186,871,26358,2021-02-02,2021-02-10,655,Jacket,Coach,XS,indigo,115,42,"A indigo coloured, XS sized, Coach Jacket",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-02
690,145,472,118,3,354,871,26358,2021-02-02,2021-02-10,472,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Active,Adults,2021-02
691,146,17,96,3,288,912,22750,2021-08-30,2021-09-26,17,Shirt,Oxford Cloth,M,green,114,60,"A green coloured, M sized, Oxford Cloth Shirt",Chancey Iacovozzo,Agender,60,501 Nader RidgeApt. 355,7229,West John,Tasmania,Australia,Active,Adults,2021-08
692,146,610,112,3,336,912,22750,2021-08-30,2021-09-26,610,Jacket,Cardigan,XS,green,118,40,"A green coloured, XS sized, Cardigan Jacket",Chancey Iacovozzo,Agender,60,501 Nader RidgeApt. 355,7229,West John,Tasmania,Australia,Active,Adults,2021-08
693,147,1250,112,1,112,818,20690,2021-09-28,2021-10-16,1250,Trousers,Tracksuit Bottoms,XS,indigo,91,63,"A indigo coloured, XS sized, Tracksuit Bottoms Trousers",Nathaniel McCandless,Polygender,59,5085 Bergstrom MewsApt. 347,3302,West Eviebury,Western Australia,Australia,Active,Adults,2021-09
694,148,213,106,1,106,573,14073,2021-01-14,2021-01-24,213,Shirt,Chambray,L,red,105,44,"A red coloured, L sized, Chambray Shirt",Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,2021-01
695,148,779,91,3,273,573,14073,2021-01-14,2021-01-24,779,Jacket,Pullover,XL,orange,114,69,"A orange coloured, XL sized, Pullover Jacket",Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,2021-01
696,148,1214,105,3,315,573,14073,2021-01-14,2021-01-24,1214,Trousers,Pleated,XL,blue,90,55,"A blue coloured, XL sized, Pleated Trousers",Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,2021-01
697,148,220,106,3,318,573,14073,2021-01-14,2021-01-24,220,Shirt,Chambray,XS,yellow,105,57,"A yellow coloured, XS sized, Chambray Shirt",Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,Adults,2021-01
698,149,423,107,1,107,500,31490,2021-03-03,2021-03-14,423,Jacket,Denim,L,red,92,63,"A red coloured, L sized, Denim Jacket",Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Seniors,2021-03
699,149,549,98,3,294,500,31490,2021-03-03,2021-03-14,549,Jacket,Leather,XL,blue,113,67,"A blue coloured, XL sized, Leather Jacket",Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Seniors,2021-03
700,149,931,96,1,96,500,31490,2021-03-03,2021-03-14,931,Trousers,Drawstring,S,blue,104,48,"A blue coloured, S sized, Drawstring Trousers",Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Seniors,2021-03
701,149,380,94,2,188,500,31490,2021-03-03,2021-03-14,380,Shirt,Henley,XS,violet,92,50,"A violet coloured, XS sized, Henley Shirt",Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Seniors,2021-03
702,149,93,118,3,354,500,31490,2021-03-03,2021-03-14,93,Shirt,Flannel,L,blue,96,44,"A blue coloured, L sized, Flannel Shirt",Carlen Kelway,Non-binary,78,74 Aaron HillSuite 794,1819,Port Haydenchester,Western Australia,Australia,Active,Seniors,2021-03
703,150,736,109,1,109,462,34428,2021-06-22,2021-06-27,736,Jacket,Peacoat,S,red,102,67,"A red coloured, S sized, Peacoat Jacket",Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,2021-06
704,150,1110,115,3,345,462,34428,2021-06-22,2021-06-27,1110,Trousers,Cropped,XS,indigo,99,55,"A indigo coloured, XS sized, Cropped Trousers",Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,2021-06
705,150,263,95,3,285,462,34428,2021-06-22,2021-06-27,263,Shirt,Polo,L,green,117,68,"A green coloured, L sized, Polo Shirt",Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,2021-06
706,150,234,106,2,212,462,34428,2021-06-22,2021-06-27,234,Shirt,Chambray,XL,blue,105,43,"A blue coloured, XL sized, Chambray Shirt",Francklyn Willeman,Non-binary,45,22 Ellie View RdApt. 141,1919,D'amoreborough,South Australia,Australia,Active,Adults,2021-06
707,151,772,91,1,91,357,24626,2021-08-08,2021-09-01,772,Jacket,Pullover,M,red,114,55,"A red coloured, M sized, Pullover Jacket",Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,2021-08
708,151,842,113,2,226,357,24626,2021-08-08,2021-09-01,842,Trousers,Chinos,M,red,100,54,"A red coloured, M sized, Chinos Trousers",Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,2021-08
709,151,287,105,3,315,357,24626,2021-08-08,2021-09-01,287,Shirt,Cuban Collar,M,orange,93,49,"A orange coloured, M sized, Cuban Collar Shirt",Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,2021-08
710,151,992,106,1,106,357,24626,2021-08-08,2021-09-01,992,Trousers,Wool,M,yellow,111,43,"A yellow coloured, M sized, Wool Trousers",Crawford Bolden,Polygender,41,63 Charlie LaneSuite 463,7454,North Kaylastad,Australian Capital Territory,Australia,Active,Adults,2021-08
711,152,246,95,1,95,320,24866,2021-03-09,2021-03-12,246,Shirt,Polo,S,red,117,60,"A red coloured, S sized, Polo Shirt",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
712,152,731,119,1,119,320,24866,2021-03-09,2021-03-12,731,Jacket,Trench Coat,S,violet,112,69,"A violet coloured, S sized, Trench Coat Jacket",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
713,152,490,102,1,102,320,24866,2021-03-09,2021-03-12,490,Jacket,Windbreaker,XS,red,109,79,"A red coloured, XS sized, Windbreaker Jacket",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
714,152,897,94,1,94,320,24866,2021-03-09,2021-03-12,897,Trousers,Cords,M,blue,113,47,"A blue coloured, M sized, Cords Trousers",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
715,152,537,98,3,294,320,24866,2021-03-09,2021-03-12,537,Jacket,Leather,M,yellow,113,77,"A yellow coloured, M sized, Leather Jacket",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
716,152,904,94,3,282,320,24866,2021-03-09,2021-03-12,904,Trousers,Cords,XL,indigo,113,70,"A indigo coloured, XL sized, Cords Trousers",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
717,152,1230,112,1,112,320,24866,2021-03-09,2021-03-12,1230,Trousers,Tracksuit Bottoms,XS,orange,91,57,"A orange coloured, XS sized, Tracksuit Bottoms Trousers",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
718,152,1188,99,2,198,320,24866,2021-03-09,2021-03-12,1188,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",Dani Pinches,Polygender,43,83 Reynolds ParadeSuite 974,299,Howehaven,Tasmania,Australia,Active,Adults,2021-03
719,153,542,98,3,294,727,49677,2021-10-21,2021-11-17,542,Jacket,Leather,M,green,113,45,"A green coloured, M sized, Leather Jacket",Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,2021-10
720,153,698,113,1,113,727,49677,2021-10-21,2021-11-17,698,Jacket,Parka,L,violet,119,53,"A violet coloured, L sized, Parka Jacket",Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,2021-10
721,153,769,109,3,327,727,49677,2021-10-21,2021-11-17,769,Jacket,Peacoat,XL,violet,102,42,"A violet coloured, XL sized, Peacoat Jacket",Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,2021-10
722,153,989,106,2,212,727,49677,2021-10-21,2021-11-17,989,Trousers,Wool,XL,orange,111,56,"A orange coloured, XL sized, Wool Trousers",Herschel Verdey,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,Adults,2021-10
